tags,hasConnection,level1_tags,coded_tags,idauthor
"['E', 'F', 'L']","['p04892', 'p01520']","['E', 'F', 'L', 'O']",[0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0],p02626
"['D', 'P', 'M']","['p00976', 'p04914']","['P', 'G', 'E', 'F', 'N', 'J', 'M', 'I', 'D', 'O']",[0 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 0 0 0],p02627
"['E', 'K', 'D', 'L']","['p04005', 'p03972']","['K', 'L', 'E', 'J', 'G', 'D']",[0 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0],p02629
"['D', 'L', 'C']","['p04290', 'p05419', 'p03667']","['D', 'L', 'C']",[0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p02630
['J'],['p05113'],['J'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p02631
"['A', 'L', 'I', 'G', 'O']","['p01557', 'p03867', 'p04636']","['A', 'L', 'P', 'Q', 'Z', 'I', 'J', 'G', 'H', 'D', 'R', 'O']",[1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1],p02633
"['E', 'D', 'C']","['p02296', 'p02118', 'p04385', 'p01427', 'p00318']","['Q', 'E', 'O', 'I', 'D', 'C']",[0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0],p02636
['D'],['p00380'],['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02637
"['L', 'E', 'G', 'H', 'R']","['p02093', 'p00873', 'p04401']","['L', 'Q', 'E', 'C', 'G', 'H', 'R', 'O']",[0 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 1 1 0],p02639
"['F', 'L']",['p02963'],"['F', 'L', 'M']",[0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0],p02641
"['G', 'D']",['p03281'],"['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02642
"['M', 'J', 'L', 'O']","['p01225', 'p02307', 'p00625', 'p05674', 'p00454', 'p03902']","['L', 'E', 'F', 'I', 'O', 'J', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0],p02643
"['E', 'F']","['p04537', 'p00699', 'p02685', 'p04726']","['L', 'E', 'F', 'O', 'I', 'C']",[0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0],p02645
"['D', 'L']","['p00646', 'p01671', 'p01870']","['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p02646
"['G', 'D']","['p01526', 'p04193']","['L', 'I', 'C', 'G', 'D', 'O']",[0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0],p02649
"['K', 'D', 'L']",['p00013'],"['K', 'D', 'L']",[0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p02651
"['I', 'H']",[],"['I', 'H']",[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p02652
"['N', 'D', 'L']",['p01119'],"['F', 'N', 'D', 'L']",[0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0],p02656
['L'],"['p00543', 'p02708']","['L', 'Q', 'I', 'M', 'G', 'D', 'R', 'C']",[0 0 1 1 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0],p02657
"['K', 'L', 'E', 'F', 'I', 'N', 'J', 'M', 'C', 'G', 'H', 'D', 'R', 'O']","['p05659', 'p03636', 'p03247', 'p03505', 'p05069', 'p02661', 'p03268', 'p04995', 'p04693', 'p04380', 'p03261', 'p04276', 'p04360', 'p02234', 'p03899', 'p00135', 'p00791', 'p04650', 'p03902', 'p05008', 'p04390', 'p00988', 'p01561', 'p05527', 'p03470']","['A', 'K', 'P', 'L', 'Q', 'Z', 'E', 'F', 'N', 'I', 'J', 'M', 'O', 'G', 'H', 'D', 'R', 'C']",[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p02660
"['I', 'F', 'J']","['p04995', 'p02660', 'p00791', 'p03902']","['K', 'L', 'E', 'F', 'N', 'I', 'J', 'M', 'C', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0],p02661
"['D', 'L']","['p03436', 'p02201', 'p04908']","['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p02662
"['H', 'J', 'D']",['p04767'],"['H', 'J', 'D']",[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0],p02663
['E'],"['p01548', 'p00348', 'p05451']",['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02666
"['K', 'C']","['p02116', 'p02453', 'p02873', 'p04809']","['K', 'L', 'F', 'I', 'C', 'J', 'M', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0],p02670
"['H', 'F', 'E', 'R']","['p01486', 'p01121', 'p04126']","['L', 'E', 'F', 'H', 'R']",[0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0],p02671
"['I', 'J', 'D']","['p03406', 'p02112']","['I', 'J', 'D']",[0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p02673
"['I', 'H', 'J', 'D']","['p04390', 'p01380', 'p05216', 'p02598', 'p01549']","['G', 'E', 'N', 'O', 'J', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 0],p02674
"['E', 'J', 'O']","['p03142', 'p03750', 'p02425']","['L', 'E', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0],p02676
"['L', 'F', 'J', 'D', 'O']",['p02679'],"['L', 'F', 'J', 'D', 'O']",[0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0],p02677
"['E', 'J', 'D']","['p00764', 'p04226', 'p02569']","['L', 'E', 'F', 'J', 'M', 'H', 'D', 'R']",[0 0 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0],p02678
"['F', 'J', 'L', 'O']",['p02677'],"['L', 'F', 'J', 'D', 'O']",[0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0],p02679
"['G', 'E']",['p05250'],"['G', 'E']",[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02682
"['D', 'C']","['p00962', 'p02563']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02683
"['L', 'F', 'J', 'D', 'R', 'O']","['p02529', 'p01355', 'p01408']","['L', 'E', 'F', 'N', 'O', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1 0],p02684
"['E', 'F', 'L', 'O']","['p00699', 'p01749', 'p00329', 'p00684', 'p02645', 'p04726']","['L', 'E', 'F', 'J', 'D', 'O']",[0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0],p02685
"['I', 'J', 'G', 'H', 'D', 'O']","['p00244', 'p04756', 'p02356', 'p02774', 'p00240', 'p04137', 'p02932', 'p02068', 'p04615', 'p00659', 'p03786']","['L', 'Q', 'G', 'C', 'J', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0],p02686
"['I', 'N', 'J']",[],"['I', 'N', 'J']",[0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0],p02687
"['E', 'F', 'J', 'I', 'H', 'D']","['p01654', 'p01929', 'p03029']","['P', 'L', 'G', 'E', 'F', 'J', 'M', 'I', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 0],p02689
"['G', 'H', 'I', 'D']","['p00961', 'p01620', 'p00999', 'p00960']","['K', 'L', 'I', 'G', 'H', 'D', 'O']",[0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0],p02692
"['L', 'I', 'G', 'H', 'D']","['p03507', 'p00609', 'p05661', 'p00240', 'p00225']","['L', 'I', 'J', 'G', 'H', 'D']",[0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p02693
"['J', 'L', 'D']","['p03113', 'p00470']","['L', 'F', 'N', 'I', 'J', 'G', 'D']",[0 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0],p02694
"['L', 'I', 'J', 'G', 'H', 'D', 'C']","['p03885', 'p03202', 'p05093', 'p05480', 'p03086', 'p00373', 'p04108', 'p00930', 'p02457', 'p01062', 'p02928', 'p03678', 'p03883']","['K', 'L', 'Q', 'E', 'I', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 0],p02696
"['E', 'H', 'D', 'C']","['p04310', 'p03912', 'p03482', 'p00735', 'p01204']","['L', 'E', 'F', 'J', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 0],p02698
"['G', 'H', 'N', 'D']",['p00838'],"['G', 'H', 'N', 'D']",[0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0],p02699
"['G', 'D', 'L']",['p01555'],"['L', 'E', 'G', 'H', 'D']",[0 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0],p02700
"['Q', 'O', 'I', 'D', 'C']","['p01602', 'p04102', 'p03699']","['L', 'P', 'Q', 'Z', 'G', 'F', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 0 1],p02701
"['I', 'H', 'J']","['p03812', 'p04486', 'p01033']","['E', 'I', 'O', 'J', 'G', 'H', 'D', 'C']",[0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0],p02702
"['E', 'J', 'D']","['p05065', 'p02910', 'p05038', 'p01372']","['K', 'L', 'E', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 0 0],p02703
"['H', 'D', 'L', 'C']","['p04535', 'p00616']","['L', 'I', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0],p02704
"['F', 'J', 'D']","['p02244', 'p00476', 'p01148', 'p05071']","['L', 'P', 'E', 'F', 'N', 'O', 'J', 'M', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0],p02705
"['N', 'D']","['p04751', 'p03873', 'p02321']","['P', 'Q', 'Z', 'F', 'N', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1],p02706
['L'],"['p00543', 'p02657']","['L', 'Q', 'I', 'M', 'G', 'D', 'R', 'C']",[0 0 1 1 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0],p02708
"['O', 'M', 'G', 'D', 'C']","['p01442', 'p04809', 'p03405', 'p01280']","['K', 'L', 'Q', 'Z', 'F', 'I', 'C', 'J', 'M', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1],p02711
['C'],['p04232'],"['G', 'F', 'C']",[0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p02712
"['L', 'J', 'M', 'H', 'D', 'C']","['p02091', 'p03032', 'p01174', 'p00596']","['L', 'Z', 'J', 'M', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1],p02716
"['G', 'E', 'F']","['p05317', 'p03448', 'p04489']","['E', 'F', 'J', 'G', 'O']",[0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0],p02718
"['D', 'L', 'O']",['p05369'],"['K', 'L', 'C', 'D', 'O']",[0 0 1 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0],p02719
"['G', 'D']","['p03548', 'p00308']","['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02721
['D'],"['p01105', 'p04060']",['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02722
['C'],['p05634'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02723
"['J', 'R']",['p01316'],"['F', 'N', 'O', 'J', 'D', 'R', 'C']",[0 0 1 1 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0],p02724
"['P', 'J', 'H', 'D', 'O']","['p03031', 'p05643']","['L', 'P', 'E', 'O', 'J', 'G', 'H', 'D', 'C']",[0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 1 0 0 0],p02725
"['D', 'L', 'M']","['p01714', 'p03637']","['H', 'D', 'L', 'M']",[0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0],p02726
"['D', 'Z', 'J', 'C']","['p03743', 'p02204', 'p04977']","['L', 'Z', 'J', 'D', 'C']",[0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1],p02728
"['D', 'C']","['p04572', 'p02976']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02729
"['G', 'D']",['p05649'],"['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02730
['F'],[],['F'],[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p02731
"['D', 'C']",['p03760'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02732
"['G', 'D', 'C']",['p03214'],"['I', 'J', 'G', 'D', 'C']",[0 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0],p02733
"['G', 'F']",['p04970'],"['G', 'F']",[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p02734
"['E', 'H']",['p02908'],"['E', 'N', 'G', 'H', 'R']",[0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0],p02736
"['G', 'D']",['p04638'],"['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02737
['L'],['p03264'],['L'],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p02738
"['A', 'L', 'C', 'J', 'D', 'O']","['p03373', 'p04744']","['A', 'L', 'Z', 'C', 'J', 'D', 'O']",[1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1],p02741
"['K', 'D', 'L', 'O']","['p01620', 'p05286']","['K', 'L', 'I', 'G', 'H', 'D', 'O']",[0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0],p02743
"['H', 'D']","['p03926', 'p01067']","['K', 'I', 'J', 'M', 'G', 'H', 'D', 'R']",[0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 1 0],p02744
"['P', 'E', 'J', 'H', 'D', 'O']","['p02608', 'p01655', 'p03029']","['L', 'P', 'Q', 'E', 'F', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 0 0],p02745
['G'],"['p04112', 'p03100', 'p05142']","['E', 'F', 'J', 'G', 'D', 'C']",[0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0],p02746
"['E', 'F']",[],"['E', 'F']",[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p02748
"['F', 'D', 'O']","['p00329', 'p04469', 'p01601', 'p01140']","['L', 'F', 'G', 'H', 'D', 'O']",[0 0 0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0],p02749
"['G', 'E', 'L']","['p01808', 'p02489', 'p05058']","['G', 'E', 'L']",[0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02750
['O'],"['p04185', 'p02383', 'p02863']","['L', 'Q', 'E', 'J', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0],p02751
"['G', 'H', 'E']","['p03762', 'p05232']","['L', 'E', 'F', 'N', 'G', 'H', 'D']",[0 0 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0],p02752
"['L', 'E', 'C', 'J', 'D', 'R', 'O']","['p00252', 'p00764', 'p00311', 'p04471', 'p04369', 'p02345']","['L', 'E', 'F', 'O', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0],p02755
"['E', 'J', 'I', 'H', 'D', 'R', 'C']","['p00968', 'p00877', 'p04499', 'p00414', 'p00852', 'p02243', 'p05292']","['E', 'J', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0],p02758
"['G', 'L']","['p03782', 'p02059', 'p02435']","['G', 'D', 'L']",[0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02759
"['E', 'N']","['p00945', 'p04160']","['Q', 'E', 'N', 'H', 'R']",[0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 0],p02760
"['I', 'H', 'J']","['p00225', 'p02069', 'p01371']","['K', 'P', 'L', 'Q', 'G', 'F', 'N', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0],p02761
"['K', 'D', 'L', 'O']",['p00770'],"['K', 'D', 'L', 'O']",[0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0],p02762
"['H', 'F', 'O']","['p01456', 'p02261']","['H', 'F', 'D', 'O']",[0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0],p02763
"['I', 'N', 'J', 'O']","['p00390', 'p02138', 'p00048', 'p02366', 'p04853']","['G', 'E', 'N', 'J', 'M', 'I', 'R', 'O']",[0 0 0 0 1 0 1 0 1 1 0 0 1 1 1 0 0 1 0],p02764
"['H', 'R']","['p01690', 'p01412']","['K', 'L', 'Z', 'N', 'C', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 0 1 0 0 1 1 0 1 1 0 0 1 1],p02765
"['K', 'D', 'L']",['p00373'],"['K', 'L', 'G', 'H', 'D', 'C']",[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0],p02766
"['L', 'E', 'J', 'H', 'D']","['p04191', 'p03800', 'p01597']","['L', 'E', 'J', 'M', 'H', 'D', 'C']",[0 0 1 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0],p02768
"['L', 'E', 'F', 'J', 'M', 'G', 'D', 'O']","['p05604', 'p05437', 'p01754', 'p01863']","['P', 'L', 'E', 'F', 'J', 'M', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 0 0],p02769
"['H', 'L', 'C']","['p03631', 'p05556', 'p04871']","['L', 'Z', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1],p02770
"['E', 'D']",['p05510'],"['E', 'J', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0],p02771
"['G', 'N']",['p00838'],"['G', 'H', 'N', 'D']",[0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0],p02772
"['I', 'H']","['p04756', 'p00244', 'p02686', 'p02932', 'p02068', 'p00659', 'p03786']","['L', 'I', 'C', 'J', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0],p02774
"['K', 'J']",['p02888'],"['K', 'E', 'I', 'J', 'G', 'H', 'D', 'C']",[0 0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0],p02775
['C'],['p03734'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02777
"['L', 'Q', 'F', 'I', 'H', 'R']","['p01205', 'p04452', 'p03684', 'p04014']","['L', 'Q', 'F', 'N', 'J', 'I', 'H', 'D', 'R', 'O']",[0 0 0 1 0 1 0 1 1 1 0 1 0 1 1 0 1 1 0],p02778
"['E', 'J']","['p00551', 'p01919', 'p01929']","['E', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0],p02779
"['E', 'F', 'O']","['p05276', 'p03017']","['E', 'F', 'L', 'O']",[0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0],p02780
['G'],"['p05211', 'p03006']",['G'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02781
"['Z', 'D', 'C']","['p01017', 'p03725']","['Z', 'D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],p02782
"['L', 'E', 'G', 'D', 'R']","['p03495', 'p00294', 'p02570', 'p00614', 'p01160', 'p05405', 'p00239', 'p01988', 'p01564']","['L', 'G', 'E', 'F', 'J', 'I', 'H', 'D', 'R', 'O']",[0 0 0 1 1 1 1 1 1 1 0 1 0 0 1 0 0 1 0],p02784
['E'],['p02623'],"['E', 'D']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02785
"['N', 'J', 'D']",[],"['N', 'J', 'D']",[0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0],p02786
"['K', 'L', 'J', 'G', 'D', 'O']","['p05045', 'p02380', 'p02605', 'p04650', 'p02392', 'p05372', 'p03069']","['A', 'K', 'P', 'L', 'Q', 'Z', 'E', 'F', 'O', 'J', 'M', 'G', 'H', 'D', 'C']",[1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1],p02788
"['O', 'J', 'I', 'D', 'C']","['p05646', 'p05414', 'p01476', 'p04209', 'p05094', 'p01560', 'p00521', 'p01145', 'p05216', 'p01524', 'p04094', 'p00975', 'p03699', 'p03002']","['K', 'L', 'P', 'Q', 'Z', 'E', 'F', 'N', 'I', 'J', 'C', 'G', 'H', 'D', 'O']",[0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1],p02789
"['C', 'D', 'O']","['p03670', 'p05149']","['A', 'K', 'O', 'G', 'D', 'C']",[1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0],p02790
"['G', 'E']","['p01574', 'p02278', 'p03126', 'p00950']","['G', 'E']",[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02791
"['I', 'J', 'O']",['p02427'],"['I', 'J', 'O']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p02793
"['I', 'H', 'O']","['p02493', 'p00655', 'p04298', 'p00898', 'p01136']","['L', 'J', 'M', 'I', 'H', 'D', 'O']",[0 0 0 1 0 0 0 1 1 1 0 1 1 0 1 0 0 0 0],p02794
"['E', 'N', 'Q']","['p02572', 'p04160']","['Q', 'E', 'N', 'H', 'R']",[0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 0],p02795
['O'],['p01145'],"['K', 'P', 'L', 'Q', 'Z', 'G', 'E', 'F', 'N', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1],p02796
"['J', 'M', 'D']",[],"['J', 'M', 'D']",[0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],p02800
"['G', 'E', 'J', 'L']",['p04976'],"['A', 'L', 'P', 'E', 'J', 'M', 'G', 'H', 'D', 'C']",[1 0 1 1 1 0 1 1 0 1 0 1 1 0 0 1 0 0 0],p02801
"['L', 'I', 'M', 'G', 'D']","['p00314', 'p02932', 'p04809']","['K', 'L', 'P', 'F', 'N', 'I', 'J', 'M', 'C', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0],p02803
"['G', 'D']","['p02440', 'p05165', 'p01725', 'p03182']","['A', 'L', 'B', 'E', 'G', 'D', 'C']",[1 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02805
['G'],"['p00351', 'p04142']","['E', 'I', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0],p02807
"['F', 'D', 'L', 'O']","['p03531', 'p03995']","['L', 'E', 'F', 'J', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0],p02809
"['D', 'O']",['p02277'],"['D', 'O']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p02810
"['E', 'Q', 'C']",['p02834'],"['Q', 'E', 'F', 'D', 'C']",[0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0],p02811
"['E', 'H']","['p01334', 'p04709']","['E', 'I', 'G', 'H', 'D']",[0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0],p02814
"['J', 'D']",['p03487'],"['J', 'D']",[0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p02815
"['E', 'H', 'F']","['p02373', 'p00822', 'p03173']","['E', 'F', 'G', 'H', 'D']",[0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],p02817
"['E', 'D']",['p03454'],"['E', 'J', 'D']",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p02818
"['E', 'H', 'F', 'R']","['p04057', 'p04050', 'p01408']","['L', 'E', 'F', 'N', 'O', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1 0],p02819
['D'],"['p04475', 'p02221']","['D', 'L', 'M']",[0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0],p02820
"['A', 'J', 'D']",['p02413'],"['A', 'J', 'D']",[1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p02822
"['E', 'H', 'D', 'C']","['p00097', 'p01499', 'p04181', 'p02219']","['A', 'K', 'L', 'E', 'F', 'C', 'J', 'G', 'H', 'D', 'O']",[1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 0],p02826
['D'],['p05116'],"['L', 'E', 'J', 'H', 'D', 'C']",[0 0 1 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0],p02827
"['E', 'R']","['p01564', 'p03495']","['L', 'E', 'I', 'J', 'G', 'D', 'R', 'O']",[0 0 0 1 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0],p02828
"['G', 'I', 'J', 'R']","['p00715', 'p00573', 'p00218', 'p04791', 'p01493']","['L', 'I', 'J', 'G', 'H', 'R']",[0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 1 0],p02832
"['Q', 'E', 'F', 'D', 'C']","['p04058', 'p03525', 'p02964', 'p03494', 'p02486', 'p03321', 'p02811']","['Q', 'E', 'F', 'D', 'C']",[0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0],p02834
"['G', 'E', 'D', 'O']","['p02053', 'p02459']","['E', 'I', 'N', 'J', 'G', 'H', 'D', 'O']",[0 0 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0],p02835
"['K', 'D', 'L']","['p03933', 'p01512']","['K', 'D', 'L']",[0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p02838
"['J', 'L']",['p05428'],"['D', 'J', 'L', 'C']",[0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p02839
