tags,hasConnection,level1_tags,coded_tags,idauthor
"['D', 'L', 'M']","['p00567', 'p03575']","['K', 'L', 'N', 'M', 'I', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0],p02415
['C'],"['p01545', 'p04817', 'p05562']","['G', 'C']",[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02416
"['E', 'C']",['p01585'],"['L', 'E', 'J', 'M', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0],p02417
['D'],"['p02526', 'p01290']","['A', 'Q', 'Z', 'O', 'J', 'I', 'H', 'D', 'C']",[1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 1 0 1],p02418
"['D', 'C']",['p01789'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02420
"['F', 'D', 'L']",['p00729'],"['F', 'D', 'L']",[0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0],p02421
['C'],['p00846'],"['E', 'C']",[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02422
"['G', 'I', 'D']","['p02869', 'p05202', 'p04784', 'p05017', 'p04196']","['G', 'I', 'D', 'H']",[0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0],p02424
"['E', 'J', 'L']","['p02676', 'p02250']","['L', 'E', 'O', 'J', 'C']",[0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0],p02425
"['I', 'J', 'O']",['p02793'],"['I', 'J', 'O']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p02427
"['D', 'C']","['p03499', 'p03092', 'p01395', 'p03991', 'p01874']","['L', 'C', 'J', 'H', 'D', 'O']",[0 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0],p02428
['E'],[],['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02431
"['I', 'D', 'O']",['p04782'],"['I', 'D', 'O']",[0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0],p02432
"['I', 'J']","['p00847', 'p05009']","['I', 'J']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p02433
"['J', 'I', 'H', 'D', 'R']","['p03400', 'p02437', 'p01442', 'p02453', 'p03156', 'p04809', 'p03145']","['K', 'L', 'F', 'I', 'O', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0],p02434
"['G', 'L']","['p03782', 'p02059', 'p02759']","['G', 'D', 'L']",[0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02435
"['I', 'H', 'J', 'R']","['p02434', 'p05489', 'p01501', 'p04230', 'p03883', 'p01602', 'p03145']","['K', 'P', 'L', 'Q', 'Z', 'E', 'F', 'N', 'I', 'J', 'M', 'C', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p02437
"['N', 'D', 'R', 'O']",['p04739'],"['N', 'D', 'R', 'O']",[0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],p02438
"['H', 'D']",['p05255'],"['H', 'D']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p02439
['D'],"['p03182', 'p02805']","['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02440
"['H', 'D', 'L']","['p03591', 'p03515']","['L', 'F', 'N', 'H', 'D', 'R', 'O']",[0 0 0 1 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0],p02441
['J'],"['p00703', 'p01060', 'p03437']","['L', 'E', 'N', 'J', 'I', 'H', 'R']",[0 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0 0 1 0],p02444
"['I', 'H', 'D']",['p02889'],"['I', 'H', 'D']",[0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p02445
['J'],"['p04195', 'p01323']","['L', 'J', 'M', 'G', 'D']",[0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0],p02447
"['I', 'J']","['p02064', 'p02967']","['I', 'J']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p02448
"['G', 'E', 'D']","['p03257', 'p01879']","['E', 'F', 'C', 'G', 'H', 'D', 'O']",[0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0],p02450
"['K', 'D', 'L']",['p00336'],"['K', 'D', 'L']",[0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p02451
"['K', 'J', 'I', 'H', 'R', 'C']","['p02670', 'p02434', 'p00710', 'p02116', 'p04809', 'p01378', 'p02873', 'p03145']","['K', 'L', 'F', 'I', 'C', 'J', 'M', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0],p02453
"['E', 'D', 'C']","['p02870', 'p00964', 'p01694']","['E', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0],p02454
['O'],"['p05097', 'p02989', 'p04254']","['K', 'J', 'I', 'R', 'O']",[0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0],p02455
"['Z', 'N', 'J', 'P']","['p03971', 'p01269']","['K', 'P', 'Z', 'I', 'N', 'J', 'M', 'G', 'D', 'C']",[0 0 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1],p02456
"['G', 'J', 'L', 'D']","['p02696', 'p04148']","['L', 'I', 'J', 'G', 'H', 'D', 'C']",[0 0 1 1 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p02457
"['E', 'I', 'N', 'J', 'G', 'D', 'O']","['p01998', 'p03752', 'p04269', 'p00825', 'p02053', 'p00257', 'p02835', 'p03641']","['L', 'E', 'I', 'N', 'O', 'J', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 0 0],p02459
"['E', 'J', 'D']","['p04849', 'p02402', 'p02969']","['E', 'O', 'J', 'D', 'C']",[0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0],p02460
['E'],['p02919'],['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02462
"['G', 'E']",['p00381'],"['G', 'E', 'L']",[0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02464
['D'],['p05513'],"['G', 'D', 'C']",[0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02465
"['E', 'J', 'I', 'H', 'D', 'C']","['p01723', 'p04695', 'p00897', 'p02947']","['E', 'C', 'J', 'M', 'I', 'H', 'D', 'O']",[0 0 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p02466
"['D', 'C']","['p05223', 'p00809']","['G', 'D', 'L', 'C']",[0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02467
"['E', 'J', 'D']","['p04431', 'p02402', 'p01643', 'p01762']","['L', 'E', 'O', 'J', 'D', 'C']",[0 0 1 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0],p02470
"['E', 'C']",[],"['E', 'C']",[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02471
"['E', 'D']","['p03525', 'p04867', 'p03660', 'p05004', 'p00103', 'p05578', 'p04183']","['E', 'F', 'G', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],p02472
"['I', 'H', 'D', 'O']","['p04802', 'p01896']","['Z', 'F', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1],p02473
"['H', 'J', 'R']","['p03555', 'p04120']","['J', 'I', 'H', 'R', 'O']",[0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0],p02474
"['I', 'H', 'J']",[],"['I', 'H', 'J']",[0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0],p02476
"['G', 'F', 'D', 'O']",['p00611'],"['G', 'F', 'D', 'O']",[0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0],p02477
"['K', 'L', 'Z', 'C', 'N', 'M', 'I', 'H', 'D', 'O']","['p02889', 'p03881', 'p02224', 'p03722', 'p04910', 'p03560', 'p01412', 'p00902', 'p01897', 'p02285', 'p03575']","['K', 'L', 'Z', 'G', 'N', 'C', 'J', 'M', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1],p02478
"['G', 'L']",[],"['G', 'L']",[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02479
"['I', 'D', 'O']","['p04923', 'p04102']","['O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0],p02480
"['G', 'D', 'O']","['p01284', 'p05525']","['G', 'D', 'O']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0],p02481
"['J', 'D']","['p01498', 'p03405']","['K', 'L', 'G', 'F', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0],p02483
"['R', 'L']",['p01263'],"['L', 'E', 'F', 'N', 'G', 'D', 'R', 'O']",[0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0],p02484
"['G', 'E', 'N', 'L']","['p02020', 'p03464']","['G', 'E', 'N', 'L']",[0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0],p02485
"['E', 'F', 'D', 'C']","['p04058', 'p03525', 'p02964', 'p02834', 'p03494', 'p03321']","['Q', 'E', 'F', 'D', 'C']",[0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0],p02486
"['G', 'E', 'L']","['p02750', 'p01808', 'p05058']","['G', 'E', 'L']",[0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02489
"['G', 'C']","['p05631', 'p05254']","['G', 'F', 'C']",[0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p02490
['O'],"['p02794', 'p04298']","['L', 'I', 'H', 'D', 'O']",[0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0],p02493
"['G', 'P', 'O']",['p05465'],"['P', 'E', 'G', 'D', 'R', 'O']",[0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0],p02494
"['G', 'D']","['p03927', 'p04957']","['G', 'E', 'D']",[0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02496
['G'],"['p02060', 'p00349']",['G'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02497
['D'],['p05253'],['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02498
"['G', 'E', 'D']","['p03896', 'p04183']","['G', 'E', 'D']",[0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02499
"['D', 'C']",['p03089'],"['G', 'D', 'C']",[0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02500
['L'],"['p03589', 'p05101']","['K', 'D', 'L']",[0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p02503
"['D', 'L']",['p03436'],"['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p02505
['O'],['p03853'],"['G', 'E', 'O']",[0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0],p02506
"['E', 'J', 'O']",['p00844'],"['E', 'J', 'I', 'D', 'O']",[0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p02507
"['A', 'D', 'C']",['p02026'],"['G', 'A', 'D', 'C']",[1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02508
['D'],"['p05508', 'p00130', 'p03157']","['L', 'Z', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1],p02509
"['C', 'J', 'M', 'D']","['p03949', 'p05638']","['L', 'J', 'M', 'D', 'C']",[0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p02511
"['D', 'L', 'O']",['p00033'],"['L', 'Z', 'E', 'F', 'J', 'G', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 1],p02512
"['J', 'P', 'O']","['p04438', 'p04661', 'p05606']","['P', 'Z', 'C', 'J', 'G', 'D', 'O']",[0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1],p02514
"['D', 'C']","['p04342', 'p05633']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02517
['D'],"['p05575', 'p03045']","['L', 'O', 'J', 'M', 'D', 'C']",[0 0 1 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0],p02520
['C'],"['p05538', 'p01075', 'p05680']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02521
"['I', 'H', 'D', 'O']","['p00075', 'p00001', 'p02923', 'p00512', 'p05122']","['L', 'Z', 'E', 'F', 'I', 'C', 'J', 'M', 'G', 'H', 'D', 'O']",[0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 1],p02522
"['H', 'D', 'C']","['p02072', 'p02214', 'p03698']","['Q', 'Z', 'C', 'H', 'D', 'O']",[0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1],p02525
"['J', 'C', 'D', 'O']","['p03543', 'p02418', 'p01350', 'p03116', 'p01290']","['A', 'K', 'L', 'Q', 'Z', 'F', 'C', 'J', 'I', 'H', 'D', 'O']",[1 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 0 1],p02526
"['I', 'J', 'O']","['p03699', 'p01418', 'p04753']","['L', 'Q', 'Z', 'F', 'I', 'J', 'G', 'H', 'D', 'R', 'O']",[0 0 0 1 0 1 1 1 1 1 0 1 0 0 1 0 1 1 1],p02527
"['R', 'J', 'L', 'D']","['p01355', 'p02684', 'p01408']","['L', 'E', 'F', 'N', 'O', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1 0],p02529
"['H', 'D', 'L', 'O']",[],"['H', 'D', 'L', 'O']",[0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0],p02531
"['F', 'D', 'L']","['p04172', 'p01552']","['L', 'F', 'I', 'D', 'O']",[0 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0],p02532
"['E', 'J', 'G', 'D', 'R']","['p00716', 'p01222']","['E', 'J', 'G', 'D', 'R']",[0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0],p02533
['O'],['p04115'],"['E', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0],p02534
"['I', 'G', 'H', 'D', 'O']","['p00134', 'p01063', 'p00704', 'p00454', 'p03080']","['L', 'I', 'J', 'M', 'G', 'H', 'D', 'O']",[0 0 0 1 0 0 1 1 1 1 0 1 1 0 1 0 0 0 0],p02535
"['G', 'E', 'F']",['p02579'],"['E', 'F', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0],p02536
"['D', 'C']",['p00638'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02537
"['G', 'E', 'J', 'D']","['p05375', 'p03176', 'p01777', 'p05605', 'p03275', 'p03833']","['L', 'E', 'O', 'J', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0],p02538
"['G', 'N']",['p04896'],"['G', 'N']",[0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],p02541
"['E', 'D', 'O']","['p00933', 'p01262']","['E', 'J', 'D', 'R', 'O']",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0],p02542
"['G', 'E', 'F']","['p03696', 'p01546']","['G', 'F', 'E']",[0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p02544
"['L', 'E', 'G', 'D', 'O']",['p05402'],"['L', 'E', 'G', 'D', 'O']",[0 0 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0],p02545
['C'],[],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02546
"['E', 'N', 'J', 'O']","['p01176', 'p03598']","['Z', 'E', 'F', 'N', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 1],p02547
"['Z', 'D', 'C']","['p01775', 'p03501', 'p03270', 'p01857', 'p00057', 'p05376', 'p04145']","['A', 'L', 'Z', 'B', 'J', 'G', 'D', 'C']",[1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1],p02549
"['D', 'L']","['p03205', 'p02946']","['H', 'L', 'D', 'R']",[0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0],p02550
['E'],"['p05519', 'p01826']",['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02551
"['H', 'C']","['p02341', 'p05178']","['H', 'D', 'C']",[0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p02552
"['G', 'D']","['p02599', 'p03891', 'p03883']","['K', 'L', 'E', 'I', 'G', 'H', 'D']",[0 0 0 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0],p02553
"['G', 'D']","['p00740', 'p04311']","['L', 'P', 'E', 'G', 'D', 'R', 'C']",[0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 1 0 1 0],p02554
"['J', 'L']","['p00956', 'p01095', 'p03736']","['J', 'L']",[0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p02555
"['G', 'D']",[],"['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02556
"['H', 'J', 'P', 'D']","['p01795', 'p04023', 'p01582', 'p05266', 'p05338']","['K', 'L', 'P', 'E', 'N', 'O', 'J', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 1 0],p02557
"['E', 'J']",['p04503'],"['L', 'E', 'J', 'I', 'H', 'D']",[0 0 0 1 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0],p02558
"['Z', 'I', 'J']","['p01065', 'p01958', 'p03699', 'p02263']","['L', 'Q', 'Z', 'F', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1],p02559
"['I', 'H', 'J', 'D']","['p00473', 'p01134', 'p03216', 'p01021', 'p01201']","['L', 'Z', 'E', 'F', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 1 0 1 1 1 0 1 0 0 0 0 0 0 1],p02560
"['G', 'D']","['p00097', 'p03033']","['K', 'L', 'E', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0],p02561
"['D', 'C']","['p00962', 'p02683']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02563
"['D', 'L']",['p04976'],"['A', 'L', 'P', 'E', 'J', 'M', 'G', 'H', 'D', 'C']",[1 0 1 1 1 0 1 1 0 1 0 1 1 0 0 1 0 0 0],p02564
"['D', 'C']","['p01742', 'p03092', 'p03543', 'p03943', 'p04764', 'p00123', 'p04982', 'p00373']","['K', 'L', 'Q', 'Z', 'E', 'F', 'J', 'G', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 0 1 1 1 0 0 0 0 1 0 1],p02565
"['D', 'J', 'O']","['p00897', 'p05379']","['C', 'J', 'M', 'I', 'H', 'D', 'O']",[0 0 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p02566
"['J', 'D']","['p05252', 'p00526', 'p04976', 'p04958', 'p00557']","['A', 'P', 'L', 'E', 'J', 'M', 'G', 'H', 'D', 'C']",[1 0 1 1 1 0 1 1 0 1 0 1 1 0 0 1 0 0 0],p02568
"['E', 'J', 'M', 'D']","['p04226', 'p00764', 'p03635', 'p02090', 'p00402', 'p02678', 'p03671']","['L', 'E', 'F', 'J', 'M', 'H', 'D', 'R']",[0 0 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0],p02569
"['L', 'E', 'G', 'D', 'R']","['p01403', 'p05182', 'p02784', 'p03564', 'p04947', 'p05082', 'p03664', 'p04981', 'p03883']","['K', 'L', 'G', 'E', 'F', 'J', 'I', 'H', 'D', 'R']",[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 0],p02570
"['P', 'L', 'F', 'D', 'O']","['p05581', 'p03215', 'p03254']","['P', 'L', 'F', 'D', 'O']",[0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0],p02571
"['E', 'N', 'Q']","['p02795', 'p04160']","['Q', 'E', 'N', 'H', 'R']",[0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 0],p02572
"['D', 'C']",['p02169'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02573
"['F', 'D', 'L', 'Q']","['p02336', 'p00198']","['L', 'Q', 'F', 'O', 'M', 'D', 'C']",[0 0 1 1 0 1 0 0 0 0 0 1 1 0 1 0 1 0 0],p02575
"['F', 'N']",['p01081'],"['F', 'N']",[0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],p02577
"['I', 'J']","['p04241', 'p04865']","['I', 'J']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p02578
"['E', 'F', 'G', 'D', 'O']","['p03273', 'p02536', 'p05355', 'p04091', 'p03134']","['E', 'F', 'N', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0],p02579
"['G', 'E']",['p03816'],"['G', 'E', 'D', 'R']",[0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0],p02581
"['D', 'C']",[],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02584
['G'],"['p04397', 'p01866']","['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02589
"['Z', 'E', 'G', 'D', 'C']","['p04785', 'p00455', 'p05571', 'p01543', 'p01131', 'p00292']","['Z', 'E', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1],p02593
['C'],[],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02594
"['G', 'L', 'D', 'P']","['p01165', 'p00206']","['G', 'L', 'D', 'P']",[0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0],p02595
"['E', 'O']","['p05105', 'p03779']","['E', 'O', 'I', 'D', 'C']",[0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0],p02597
"['E', 'J', 'I', 'H', 'D']","['p01314', 'p04390', 'p01138', 'p05337', 'p05333', 'p04494', 'p04944', 'p01501', 'p03260', 'p03878', 'p02674']","['L', 'G', 'E', 'F', 'N', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0],p02598
"['G', 'D']","['p02553', 'p03891', 'p03883']","['K', 'L', 'E', 'I', 'G', 'H', 'D']",[0 0 0 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0],p02599
"['G', 'H', 'E', 'D']","['p04196', 'p04330', 'p03522', 'p00248']","['G', 'H', 'E', 'D']",[0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p02600
['C'],"['p01842', 'p04587']","['L', 'E', 'I', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0],p02601
"['L', 'E', 'J', 'G', 'D', 'O']","['p04983', 'p00828', 'p05045', 'p02380', 'p01523', 'p02788', 'p03247', 'p04650', 'p03069', 'p02363']","['K', 'P', 'L', 'E', 'F', 'N', 'I', 'J', 'M', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0],p02605
"['E', 'J', 'D']","['p03358', 'p03008', 'p02616']","['Z', 'E', 'J', 'D', 'C']",[0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1],p02606
"['P', 'Q', 'E', 'J', 'H', 'D', 'O']","['p00109', 'p03029', 'p03775', 'p01655', 'p04185', 'p02745']","['P', 'L', 'Q', 'G', 'E', 'F', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0],p02608
"['J', 'C']",['p04154'],"['L', 'J', 'M', 'D', 'C']",[0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p02609
"['G', 'E']","['p03853', 'p03100']","['G', 'E', 'O']",[0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0],p02610
"['I', 'D']",['p02126'],"['I', 'D']",[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],p02613
"['E', 'J', 'I', 'H', 'D', 'C']","['p01531', 'p03398']","['E', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],p02615
"['J', 'D', 'C']","['p03358', 'p01174', 'p02606']","['L', 'Z', 'E', 'J', 'M', 'D', 'C']",[0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1],p02616
"['I', 'H']","['p01535', 'p05061']","['I', 'H', 'J', 'O']",[0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0],p02617
"['I', 'J']","['p03658', 'p00257']","['E', 'N', 'J', 'I', 'O']",[0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0],p02618
"['D', 'E', 'J', 'C']",['p02332'],"['E', 'C', 'J', 'D']",[0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p02619
"['I', 'K', 'J', 'D']","['p03926', 'p04429', 'p04254', 'p03900']","['K', 'F', 'J', 'M', 'I', 'H', 'D', 'R', 'O']",[0 0 0 1 0 1 0 1 1 1 1 0 1 0 1 0 0 1 0],p02620
"['E', 'O']",['p01338'],"['G', 'E', 'D', 'O']",[0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0],p02622
"['E', 'D']","['p02785', 'p03448', 'p03442', 'p00331', 'p00947']","['E', 'J', 'G', 'H', 'D', 'O']",[0 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0],p02623
"['L', 'Q', 'P', 'Z', 'O', 'J', 'H', 'D', 'C']","['p01117', 'p04976', 'p01216', 'p01039', 'p00828', 'p03910', 'p05055', 'p03714', 'p00300', 'p05376', 'p05372', 'p01843', 'p01244', 'p01280']","['A', 'K', 'P', 'L', 'Q', 'Z', 'G', 'E', 'F', 'N', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p02624
