tags,hasConnection,level1_tags,coded_tags,idauthor
"['K', 'L', 'D']","['p05101', 'p02503', 'p03557', 'p01969', 'p03996']","['K', 'L', 'D', 'H', 'M', 'G']",[0 1 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0],p03589
"['G', 'D', 'E']","['p00944', 'p01556', 'p04050', 'p01138', 'p01414', 'p01214']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0],p03590
"['L', 'D', 'O', 'F', 'N', 'H', 'R']","['p01316', 'p01910', 'p02441', 'p02093', 'p03515', 'p04223', 'p03379']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0],p03591
"['L', 'C']",['p04234'],"['L', 'C']",[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p03595
"['D', 'J', 'I']","['p00940', 'p01129', 'p00577']","['D', 'I', 'R', 'J', 'G']",[0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0],p03596
"['R', 'Q', 'D']","['p04836', 'p01783', 'p02287']","['R', 'Q', 'L', 'D']",[0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0],p03597
"['E', 'D', 'O', 'F', 'N', 'H', 'I', 'J', 'C']","['p01639', 'p03829', 'p02547', 'p03521', 'p05593', 'p01655', 'p03752', 'p01176']","['E', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1],p03598
"['M', 'D', 'L', 'J']","['p01985', 'p03956', 'p03793']","['M', 'D', 'L', 'J']",[0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p03600
"['E', 'D', 'J']","['p03521', 'p01030']","['E', 'D', 'F', 'R', 'J', 'C', 'G']",[1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0],p03601
"['E', 'D', 'J', 'C']",['p01076'],"['E', 'D', 'J', 'C']",[1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p03602
"['D', 'C']","['p03894', 'p00187']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03603
"['D', 'C']","['p03512', 'p01736', 'p00044', 'p03230', 'p04962', 'p03765', 'p04681', 'p01834', 'p05381']","['D', 'M', 'J', 'C', 'Z']",[1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1],p03605
"['F', 'L']","['p02963', 'p05189']","['M', 'F', 'L', 'D']",[0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0],p03606
"['L', 'D', 'N', 'H', 'C']","['p00127', 'p05320']","['E', 'K', 'L', 'D', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 0],p03609
['D'],['p02327'],"['H', 'L', 'D']",[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],p03610
"['Z', 'D', 'I']","['p02076', 'p02915']","['Z', 'D', 'I']",[0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1],p03611
"['R', 'I']",['p01188'],"['R', 'I']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0],p03615
"['E', 'F']","['p02981', 'p00076']","['E', 'F', 'N', 'H', 'C', 'G']",[1 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0],p03616
"['L', 'D']",['p01311'],"['L', 'D', 'C']",[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p03617
"['O', 'H', 'I', 'M', 'C']","['p05620', 'p01022', 'p02227', 'p04399', 'p02923']","['O', 'H', 'I', 'M', 'J', 'C']",[1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p03618
"['D', 'O', 'R', 'G', 'Z']",['p04882'],"['D', 'O', 'R', 'G', 'Z']",[0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1],p03619
"['J', 'I']","['p03317', 'p03868']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03620
"['D', 'C']",['p04608'],"['E', 'L', 'D', 'C', 'G']",[1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p03621
"['G', 'F']","['p04483', 'p05050', 'p04262']","['G', 'F']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p03622
"['E', 'D', 'C']","['p03902', 'p03965', 'p05034', 'p02234']","['E', 'L', 'D', 'O', 'F', 'H', 'I', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0],p03623
"['D', 'H', 'J', 'I']","['p00109', 'p03775']","['E', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'G']",[0 1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 0],p03626
"['L', 'H', 'I', 'Q', 'R']","['p03663', 'p04700']","['E', 'L', 'D', 'H', 'I', 'R', 'Q', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 0 1 0 0 0 0 1 1 0],p03627
"['C', 'L', 'J', 'I']",['p02224'],"['C', 'L', 'J', 'I']",[1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0],p03628
"['R', 'E', 'F', 'J']","['p03219', 'p01692']","['E', 'L', 'D', 'O', 'F', 'R', 'J']",[0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 1 0],p03629
"['L', 'H', 'C']","['p05556', 'p02770', 'p04871']","['L', 'D', 'H', 'C', 'Z']",[1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1],p03631
"['M', 'K', 'D', 'C']",['p05377'],"['M', 'K', 'D', 'C']",[1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0],p03632
"['J', 'I']",['p04253'],"['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03634
"['E', 'M', 'J']","['p03671', 'p00402', 'p02569', 'p02090']","['E', 'L', 'D', 'F', 'H', 'R', 'M', 'J']",[0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0],p03635
"['M', 'L', 'D']","['p04650', 'p02234', 'p01561', 'p03247', 'p02660', 'p03902']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0],p03636
"['M', 'H', 'L', 'D']","['p01714', 'p00949', 'p02726']","['L', 'D', 'H', 'M', 'G']",[0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0],p03637
['C'],['p00731'],['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03638
['D'],['p00212'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03639
"['E', 'L', 'D', 'N', 'M', 'J']","['p01497', 'p00257', 'p02459']","['E', 'L', 'D', 'O', 'N', 'I', 'M', 'J', 'G']",[0 1 1 0 1 0 1 1 0 1 1 1 1 0 0 0 0],p03641
"['R', 'J', 'D', 'O']",['p01891'],"['D', 'O', 'N', 'R', 'J']",[0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0],p03644
"['K', 'D', 'O', 'F', 'N', 'Z']","['p04061', 'p03871']","['K', 'D', 'O', 'F', 'N', 'Z']",[0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1],p03646
"['D', 'Z', 'L', 'J']",['p04289'],"['Z', 'L', 'D', 'J']",[0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1],p03648
"['H', 'J', 'I']",['p04120'],"['O', 'H', 'I', 'R', 'J']",[0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0],p03649
"['E', 'J', 'C']","['p02973', 'p00345']","['E', 'D', 'J', 'C']",[1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p03653
"['Q', 'L', 'H']","['p01577', 'p03325', 'p03684', 'p00815', 'p05023', 'p05032']","['L', 'D', 'O', 'N', 'H', 'I', 'Q', 'R', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 0],p03657
"['J', 'I']","['p02618', 'p00257']","['E', 'O', 'N', 'I', 'J']",[0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0],p03658
"['J', 'C']","['p03498', 'p02372']","['I', 'J', 'D', 'C']",[1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03659
"['E', 'D']","['p02472', 'p00103']","['E', 'D', 'H']",[0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p03660
"['D', 'C']",['p03133'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03661
"['R', 'J']",['p00088'],"['R', 'J']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0],p03662
"['L', 'H', 'I', 'R', 'Q', 'J']",['p03627'],"['L', 'H', 'I', 'Q', 'R', 'J']",[0 0 0 0 0 1 1 1 0 1 0 0 0 0 1 1 0],p03663
"['R', 'E', 'D', 'G']","['p01403', 'p05182', 'p02570']","['E', 'L', 'D', 'R', 'G']",[0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0],p03664
"['L', 'D']",['p02630'],"['L', 'D', 'C']",[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p03667
"['K', 'D', 'O', 'C', 'G']","['p05149', 'p02308', 'p00976', 'p05090', 'p01040', 'p02790']","['K', 'D', 'O', 'P', 'M', 'C', 'G']",[1 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0],p03670
"['E', 'M', 'H', 'J']","['p03635', 'p00402', 'p02090', 'p02569']","['E', 'L', 'D', 'F', 'H', 'R', 'M', 'J']",[0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0],p03671
"['J', 'O']","['p02032', 'p01606']","['J', 'O']",[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0],p03673
"['L', 'D']","['p05015', 'p05165', 'p05279']","['E', 'L', 'D', 'H', 'G']",[0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0],p03674
"['D', 'I']",[],"['D', 'I']",[0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],p03675
"['E', 'F']","['p03496', 'p00840']","['E', 'F', 'G']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p03676
"['L', 'D', 'F', 'H', 'I']","['p01408', 'p01172']","['E', 'L', 'D', 'F', 'H', 'I', 'R', 'M', 'J', 'C']",[1 1 1 1 0 1 1 1 0 1 1 0 0 0 0 1 0],p03677
"['L', 'D']","['p03885', 'p03202', 'p02696']","['L', 'D', 'H', 'I', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p03678
"['E', 'J']",['p03588'],"['E', 'J', 'H', 'G']",[0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0],p03679
"['K', 'J', 'I']",[],"['K', 'J', 'I']",[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0],p03682
"['G', 'H', 'I']","['p03883', 'p03416']","['E', 'K', 'L', 'D', 'H', 'I', 'G']",[0 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0],p03683
"['L', 'D', 'O', 'N', 'H', 'I', 'Q', 'R', 'J']","['p02778', 'p04636', 'p03657', 'p04037', 'p03245', 'p04458', 'p01602', 'p03911', 'p04014', 'p02351', 'p02974', 'p00815', 'p04452']","['K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1],p03684
"['L', 'D']",['p03586'],"['L', 'D']",[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p03686
['C'],"['p03556', 'p03348', 'p05547']",['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03690
"['G', 'D', 'E', 'C']","['p04301', 'p03098']","['G', 'D', 'E', 'C']",[1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03691
"['D', 'F', 'I', 'J', 'C', 'G']","['p05095', 'p00444', 'p01067', 'p01085', 'p02031', 'p03003', 'p01096']","['K', 'D', 'O', 'P', 'F', 'H', 'I', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 1 0 0 0 1 1 0 0 1],p03692
['H'],['p01266'],"['D', 'H', 'R', 'Q', 'J']",[0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0],p03693
"['G', 'D', 'C']","['p05240', 'p02875']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03695
"['G', 'F']","['p01546', 'p02544']","['G', 'F', 'E']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p03696
"['F', 'D', 'C']","['p01350', 'p03550', 'p01655']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'Q', 'J', 'C', 'Z']",[1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1],p03697
"['D', 'O', 'H', 'Q', 'C', 'Z']","['p02214', 'p00479', 'p02072', 'p00473', 'p01310', 'p02525', 'p00066']","['D', 'O', 'F', 'H', 'Q', 'J', 'C', 'Z']",[1 1 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1],p03698
"['L', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'Z']","['p02263', 'p01958', 'p04102', 'p01524', 'p00848', 'p01418', 'p01065', 'p02559', 'p04753', 'p04802', 'p01476', 'p02701', 'p01602', 'p00966', 'p01173', 'p01560', 'p02789', 'p00512', 'p02527']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'Q', 'R', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1],p03699
"['G', 'D', 'N', 'E']","['p04645', 'p04063']","['E', 'D', 'O', 'F', 'N', 'G']",[0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0],p03700
"['D', 'Z', 'H', 'C']","['p03129', 'p02353', 'p02358']","['D', 'Z', 'H', 'C']",[1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1],p03703
['D'],[],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03704
"['J', 'I']",['p03002'],"['N', 'J', 'D', 'I']",[0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0],p03705
"['E', 'D']","['p00285', 'p05021']","['E', 'L', 'D', 'H', 'M', 'J', 'C']",[1 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0],p03706
"['D', 'H']","['p02195', 'p01501', 'p04973']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'G']",[0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0],p03709
"['G', 'M', 'L', 'D']","['p03720', 'p00603', 'p03937', 'p03776']","['L', 'D', 'M', 'C', 'G']",[1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0],p03710
['D'],[],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03711
"['L', 'D', 'H', 'C', 'Z']","['p01039', 'p02624', 'p03910', 'p00300']","['L', 'D', 'O', 'P', 'H', 'Q', 'J', 'C', 'Z']",[1 1 0 0 0 1 0 1 0 1 0 0 1 1 1 0 1],p03714
"['D', 'C']",['p00464'],"['E', 'D', 'C']",[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03717
['Q'],['p05515'],"['Q', 'H', 'I']",[0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0],p03718
"['D', 'J', 'C']","['p00141', 'p00062']","['G', 'J', 'D', 'C']",[1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p03719
"['M', 'L', 'D', 'C']","['p00603', 'p01224', 'p03710']","['L', 'D', 'M', 'C', 'G']",[1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0],p03720
"['K', 'L', 'D', 'N', 'I']","['p03575', 'p00227', 'p02478']","['K', 'L', 'D', 'O', 'N', 'H', 'I', 'M', 'C', 'Z']",[1 1 0 0 0 1 1 0 1 1 1 1 1 0 0 0 1],p03722
"['Z', 'D', 'C']","['p02782', 'p01017']","['Z', 'D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],p03725
['D'],"['p05006', 'p02327']","['D', 'L', 'H']",[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],p03727
"['E', 'O', 'F', 'R', 'J']","['p01208', 'p01375']","['E', 'O', 'F', 'R', 'J']",[0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0],p03730
"['E', 'L', 'D', 'N', 'J', 'G', 'Z']","['p03344', 'p01735', 'p05643']","['E', 'L', 'D', 'O', 'P', 'N', 'H', 'J', 'C', 'G', 'Z']",[1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 1],p03731
"['L', 'D']",['p01942'],"['E', 'L', 'D', 'O', 'F', 'G']",[0 1 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0],p03732
"['K', 'L', 'D', 'O', 'I', 'G']","['p02194', 'p02173', 'p05449', 'p04614', 'p00192', 'p00609', 'p01969']","['K', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'C', 'G']",[1 1 0 1 1 1 1 0 1 1 1 0 1 0 0 1 0],p03733
['C'],['p02777'],['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03734
"['E', 'D', 'C']",['p03401'],"['E', 'D', 'C']",[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03735
"['L', 'J']","['p01095', 'p02555', 'p00956']","['L', 'J']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p03736
"['E', 'D']",[],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03737
"['R', 'D', 'J', 'C']","['p02855', 'p05448', 'p01694']","['E', 'D', 'R', 'J', 'C']",[1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0],p03738
"['F', 'J', 'C']","['p01408', 'p00924', 'p04623', 'p05263']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'R', 'J', 'C']",[1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0],p03740
"['E', 'K', 'C', 'G', 'Z']","['p01585', 'p00070', 'p02338', 'p05229']","['E', 'K', 'L', 'D', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 0 1 0 0 1 1 1 1 0 0 0 0 0 1],p03742
"['L', 'C']","['p01502', 'p02728']","['L', 'D', 'J', 'C', 'Z']",[1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1],p03743
"['J', 'I']",[],"['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03747
"['L', 'O', 'F', 'N', 'M']",[],"['L', 'O', 'F', 'N', 'M']",[0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0],p03748
"['D', 'J', 'C']","['p04155', 'p04269']","['E', 'L', 'D', 'O', 'H', 'I', 'J', 'C']",[1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0],p03749
"['E', 'I', 'H', 'O']","['p02676', 'p03142', 'p00249']","['E', 'L', 'D', 'O', 'H', 'I', 'J']",[0 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0],p03750
"['G', 'L', 'D', 'C']","['p00337', 'p04412', 'p01395']","['L', 'D', 'M', 'J', 'C', 'G']",[1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0],p03751
"['E', 'D', 'O', 'N', 'I', 'J']","['p00825', 'p03775', 'p04269', 'p03598', 'p03090', 'p02459']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'Q', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 0],p03752
"['E', 'O']",[],"['E', 'O']",[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p03753
"['D', 'C']","['p01578', 'p00300']","['L', 'D', 'H', 'C', 'Z']",[1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1],p03754
"['D', 'K', 'H']",['p03186'],"['D', 'K', 'H']",[0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0],p03756
"['D', 'C']",['p02732'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03760
"['D', 'C']","['p00741', 'p05428']","['J', 'L', 'D', 'C']",[1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p03761
"['G', 'E', 'H']","['p02752', 'p05232']","['E', 'L', 'D', 'F', 'N', 'H', 'G']",[0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0],p03762
"['E', 'O']","['p00214', 'p04222', 'p03546']","['E', 'O']",[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p03763
"['M', 'D', 'J', 'O']",['p01726'],"['M', 'D', 'J', 'O']",[0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0],p03764
"['D', 'C']","['p01834', 'p03605', 'p01736']","['D', 'M', 'J', 'C', 'Z']",[1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1],p03765
['J'],"['p01016', 'p04786', 'p00061']",['J'],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p03766
"['D', 'O', 'I', 'J', 'C']","['p04122', 'p01041', 'p02974', 'p01552']","['K', 'L', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'C']",[1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 0 0],p03767
"['D', 'C']",[],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03768
"['J', 'I']","['p01570', 'p00262']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03771
['J'],['p04217'],['J'],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p03772
['G'],"['p05336', 'p04727']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03773
"['D', 'H', 'J']","['p02174', 'p01406']","['D', 'J', 'H']",[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0],p03774
"['E', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'G']","['p00109', 'p01499', 'p04305', 'p01187', 'p01988', 'p01989', 'p03090', 'p01145', 'p00387', 'p02608', 'p03626', 'p04556', 'p04336', 'p03752', 'p04185', 'p05237']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1],p03775
"['G', 'D']","['p03937', 'p03710']","['G', 'M', 'L', 'D']",[0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0],p03776
"['E', 'L', 'D', 'O', 'F']","['p00033', 'p03108', 'p04900']","['E', 'L', 'D', 'O', 'F', 'H', 'Q', 'J', 'G', 'Z']",[0 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 1],p03777
"['E', 'D', 'O', 'I', 'C']","['p03913', 'p02597', 'p00143', 'p04033', 'p05105', 'p01078']","['E', 'D', 'O', 'H', 'I', 'C']",[1 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0],p03779
"['G', 'L', 'D']","['p05142', 'p02759', 'p02059', 'p03901', 'p02435', 'p04508']","['L', 'D', 'H', 'J', 'G']",[0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0],p03782
"['H', 'I']","['p00659', 'p02932', 'p02686', 'p00244', 'p02774', 'p04756', 'p02068']","['L', 'D', 'O', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0],p03786
['D'],"['p04705', 'p05315']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03787
"['Q', 'H']","['p05371', 'p04401', 'p03124']","['E', 'L', 'H', 'R', 'Q', 'G']",[0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0],p03788
['D'],['p03516'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03790
"['M', 'L', 'D', 'O']","['p01280', 'p00422']","['L', 'D', 'O', 'Q', 'M', 'C', 'G', 'Z']",[1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 1],p03792
"['M', 'D', 'L', 'J']","['p01985', 'p03956', 'p03600']","['M', 'D', 'L', 'J']",[0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p03793
['K'],"['p05180', 'p05025']",['K'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],p03794
"['E', 'D']",['p00575'],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03795
"['M', 'J']","['p01136', 'p03206']","['E', 'L', 'O', 'H', 'I', 'M', 'J']",[0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0],p03798
"['M', 'H', 'L', 'J']","['p00537', 'p02768']","['E', 'L', 'D', 'H', 'M', 'J']",[0 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0],p03800
"['R', 'J']",['p00627'],"['R', 'J']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0],p03801
"['E', 'G', 'L', 'O']","['p01499', 'p04476']","['E', 'L', 'D', 'O', 'F', 'H', 'J', 'G']",[0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0],p03802
"['R', 'M', 'L', 'D']",['p05403'],"['E', 'L', 'D', 'O', 'R', 'M']",[0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0],p03804
['D'],"['p04247', 'p03077', 'p00532']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03807
"['Q', 'D', 'H', 'O']",['p00058'],"['D', 'O', 'N', 'H', 'R', 'Q', 'J']",[0 1 0 0 0 1 0 1 0 0 0 1 1 0 1 1 0],p03808
"['H', 'J', 'I']","['p02702', 'p04486', 'p01033']","['E', 'D', 'O', 'H', 'I', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0],p03812
"['D', 'H', 'O']",[],"['H', 'D', 'O']",[0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0],p03813
"['F', 'L', 'D']",['p04225'],"['E', 'L', 'D', 'F', 'C']",[1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0],p03815
"['G', 'D', 'R', 'E']","['p02581', 'p03521', 'p05256']","['E', 'D', 'F', 'R', 'J', 'C', 'G']",[1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0],p03816
"['G', 'N']",['p01028'],"['G', 'N']",[0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],p03817
"['G', 'D', 'J']","['p03478', 'p05304']","['E', 'K', 'L', 'D', 'O', 'F', 'R', 'J', 'G']",[0 1 1 1 1 0 0 1 1 1 0 0 1 0 0 1 0],p03818
"['D', 'C']","['p03214', 'p02925']","['D', 'I', 'J', 'C', 'G']",[1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0],p03819
"['E', 'D', 'N', 'R', 'C', 'G']","['p01340', 'p02930', 'p04038', 'p00092', 'p05239']","['E', 'D', 'N', 'R', 'C', 'G']",[1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0],p03820
"['G', 'M', 'H']","['p05110', 'p01127', 'p02924', 'p01758']","['L', 'F', 'H', 'M', 'G']",[0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0],p03822
