tags,hasConnection,level1_tags,coded_tags,idauthor
"['D', 'C']",['p03218'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03365
"['N', 'K', 'J']",[],"['N', 'K', 'J']",[0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0],p03366
['D'],['p04073'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03367
"['L', 'D', 'O', 'I', 'M', 'G']","['p04647', 'p04228', 'p01485']","['L', 'D', 'O', 'I', 'M', 'C', 'G']",[1 1 0 0 1 0 1 0 0 1 1 0 1 0 0 0 0],p03369
"['G', 'K', 'L', 'O']","['p04093', 'p00338', 'p01661']","['G', 'K', 'L', 'O']",[0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0],p03370
"['D', 'J']","['p01928', 'p04378', 'p00437']","['G', 'D', 'J', 'E']",[0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p03371
"['L', 'D']",['p05449'],"['G', 'F', 'L', 'D']",[0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0],p03374
"['E', 'J', 'C']","['p02209', 'p05360']","['E', 'D', 'I', 'J', 'C']",[1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03376
"['R', 'O']","['p02093', 'p03591', 'p01316']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0],p03379
['D'],"['p04193', 'p03382', 'p03534', 'p03140']","['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03381
['D'],"['p04193', 'p03534', 'p03381', 'p03140']","['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03382
['F'],"['p00476', 'p01148', 'p02069']","['L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 0],p03383
"['K', 'D', 'O', 'H', 'I']","['p02851', 'p00931']","['K', 'D', 'O', 'H', 'I']",[0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0],p03385
['O'],['p01317'],"['L', 'D', 'O', 'I', 'Q', 'J']",[0 1 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0],p03388
"['J', 'I']","['p03030', 'p03474']","['G', 'J', 'D', 'I']",[0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0],p03391
"['D', 'C']","['p01901', 'p03358', 'p00373']","['K', 'L', 'D', 'H', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 1],p03392
"['H', 'I']",[],"['H', 'I']",[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p03394
"['P', 'L', 'D']","['p04678', 'p01438']","['E', 'L', 'D', 'O', 'P', 'N', 'H', 'Q', 'J', 'Z']",[0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1],p03395
"['M', 'J', 'I']","['p03139', 'p03196', 'p03209']","['L', 'D', 'I', 'M', 'J', 'C']",[1 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0],p03396
"['E', 'D', 'H', 'I', 'J']","['p02615', 'p03357', 'p01531']","['E', 'D', 'H', 'I', 'J', 'C']",[1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],p03398
"['Z', 'D', 'C']","['p03157', 'p00195', 'p00550']","['E', 'L', 'D', 'O', 'H', 'J', 'C', 'Z']",[1 1 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1],p03399
"['D', 'I']","['p04809', 'p03156', 'p02434', 'p01442']","['K', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0],p03400
"['E', 'D']",['p03735'],"['E', 'D', 'C']",[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03401
['D'],['p00446'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03402
"['P', 'Z', 'D']","['p01734', 'p04599']","['P', 'Z', 'K', 'D']",[0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1],p03403
['J'],['p04809'],"['K', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0],p03404
"['L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'G']","['p02483', 'p04732', 'p04096', 'p03558', 'p04809', 'p00048', 'p01280', 'p01602', 'p01590', 'p01749', 'p01743', 'p04924', 'p01442', 'p01498', 'p02711']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'M', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p03405
"['D', 'J', 'I']","['p02112', 'p02673']","['D', 'J', 'I']",[0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03406
"['J', 'I']","['p04772', 'p02333']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03407
"['D', 'C']","['p04479', 'p04366', 'p00317']","['E', 'K', 'D', 'O', 'J', 'C']",[1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0],p03410
['O'],['p04497'],['O'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p03411
"['M', 'J', 'C']",['p01834'],"['D', 'M', 'J', 'C', 'Z']",[1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1],p03412
['L'],"['p04124', 'p00987']","['L', 'D', 'O']",[0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0],p03414
['D'],['p01396'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03415
"['G', 'H', 'I']","['p03883', 'p03683']","['E', 'K', 'L', 'D', 'H', 'I', 'G']",[0 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0],p03416
"['L', 'O']",['p03153'],"['L', 'O']",[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0],p03417
"['E', 'D', 'F', 'H']","['p01622', 'p05435']","['E', 'L', 'D', 'O', 'F', 'H', 'J', 'G']",[0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0],p03419
"['E', 'D', 'P', 'H', 'M', 'J', 'C']","['p00285', 'p04305']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'M', 'J', 'C']",[1 1 1 1 0 1 0 1 0 1 1 0 1 1 0 0 0],p03420
['F'],"['p03429', 'p00970']",['F'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p03422
"['D', 'I']","['p03922', 'p02864']","['L', 'D', 'I']",[0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0],p03423
"['D', 'C']",['p04022'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03428
['F'],"['p00970', 'p03422']",['F'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p03429
"['M', 'L', 'D']","['p03914', 'p04154']","['L', 'D', 'M', 'J', 'C']",[1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p03430
"['E', 'D', 'O', 'P', 'F', 'H', 'J']","['p01930', 'p01499', 'p01564', 'p03315', 'p02244', 'p02144', 'p03231', 'p03438']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0],p03435
"['L', 'D']","['p02662', 'p02505']","['L', 'D']",[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p03436
['J'],"['p02444', 'p01060', 'p00703']","['E', 'L', 'N', 'H', 'I', 'R', 'J']",[0 0 1 0 0 1 1 1 0 1 0 1 0 0 0 1 0],p03437
"['E', 'L', 'D', 'O', 'J']","['p03435', 'p04212', 'p00617', 'p02303']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'J']",[0 1 1 1 0 1 1 1 0 1 0 0 1 1 0 0 0],p03438
"['G', 'N', 'L', 'E']",['p03051'],"['G', 'N', 'L', 'E']",[0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0],p03440
"['D', 'I', 'J', 'C', 'G']","['p02238', 'p03202', 'p00244', 'p04161', 'p05032']","['L', 'D', 'O', 'H', 'I', 'R', 'Q', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0],p03441
['D'],"['p00331', 'p02623', 'p01107']","['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03442
"['K', 'L', 'O', 'H', 'I', 'G']","['p01701', 'p02195', 'p02361', 'p05505', 'p01038', 'p00453']","['K', 'L', 'D', 'O', 'N', 'H', 'I', 'J', 'G']",[0 1 0 0 1 1 1 1 1 1 0 1 1 0 0 0 0],p03444
"['G', 'D', 'E']","['p00188', 'p01965', 'p00239']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0],p03445
"['R', 'G']","['p01428', 'p05288']","['L', 'D', 'R', 'M', 'J', 'G']",[0 1 0 0 1 0 0 1 0 1 1 0 0 0 0 1 0],p03447
"['E', 'G', 'J', 'O']","['p03972', 'p02623', 'p02718', 'p04489', 'p01315', 'p00428']","['E', 'D', 'O', 'F', 'J', 'G']",[0 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0],p03448
"['C', 'I']","['p00930', 'p00351', 'p00797']","['E', 'L', 'D', 'H', 'I', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p03449
"['J', 'I']","['p04772', 'p01465']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p03453
"['E', 'D', 'J']","['p00235', 'p02015', 'p02818']","['E', 'D', 'J', 'C', 'G']",[1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p03454
"['G', 'D']",[],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03456
"['D', 'L', 'H']","['p04634', 'p03143', 'p00435']","['D', 'L', 'H']",[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],p03457
['D'],[],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03460
"['L', 'D']","['p02140', 'p03209']","['L', 'D', 'I', 'M', 'J', 'C']",[1 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0],p03463
"['G', 'N', 'L', 'E']","['p02020', 'p02485']","['G', 'N', 'L', 'E']",[0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0],p03464
"['L', 'D', 'O', 'F', 'G']","['p04869', 'p00583', 'p05543', 'p01128', 'p02331', 'p04738']","['E', 'L', 'D', 'O', 'F', 'J', 'G']",[0 1 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0],p03467
"['O', 'I', 'R', 'J', 'G', 'Z']",['p02897'],"['O', 'I', 'R', 'J', 'G', 'Z']",[0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 1],p03468
"['L', 'D', 'C']","['p05369', 'p05566', 'p01162']","['K', 'L', 'D', 'O', 'C']",[1 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0],p03469
"['K', 'L', 'O', 'F', 'I', 'J']","['p02390', 'p02660', 'p03902', 'p00105', 'p02160']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0],p03470
"['G', 'H', 'I']","['p00244', 'p03877']","['L', 'D', 'O', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0],p03471
"['G', 'J', 'D', 'I']","['p04414', 'p03030', 'p03232', 'p03391', 'p02318']","['L', 'D', 'N', 'I', 'R', 'M', 'J', 'G']",[0 1 0 0 1 0 1 1 0 1 1 1 0 0 0 1 0],p03474
"['E', 'N', 'D', 'C']","['p00080', 'p05370']","['E', 'N', 'D', 'C']",[1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],p03476
"['E', 'K', 'L', 'D', 'O', 'F', 'R', 'J', 'G']","['p04635', 'p03155', 'p05304', 'p01599', 'p04168', 'p03818']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'R', 'J', 'G']",[0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 0],p03478
"['G', 'M', 'L']",[],"['G', 'M', 'L']",[0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0],p03480
"['E', 'L', 'D', 'F', 'J', 'C', 'G']","['p05641', 'p05284', 'p00213', 'p05465', 'p01321', 'p04965', 'p02698']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0],p03482
"['P', 'O']",['p00973'],"['D', 'O', 'P', 'Q', 'C', 'G']",[1 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0],p03483
"['F', 'N']","['p00081', 'p00083', 'p03001']","['F', 'N']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],p03485
"['D', 'O', 'M', 'J', 'C', 'G', 'Z']","['p05143', 'p05024', 'p04354', 'p01280', 'p00525', 'p00033']","['E', 'K', 'L', 'D', 'O', 'F', 'H', 'R', 'M', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1],p03486
"['D', 'J']",['p02815'],"['D', 'J']",[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p03487
"['G', 'Q', 'D', 'O']","['p01418', 'p03125']","['D', 'O', 'F', 'H', 'I', 'R', 'Q', 'J', 'G', 'Z']",[0 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 1],p03488
"['Q', 'J', 'I']","['p03163', 'p01371']","['K', 'D', 'O', 'P', 'N', 'H', 'I', 'Q', 'J']",[0 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0],p03490
"['K', 'N', 'H', 'I', 'J']",['p00342'],"['K', 'N', 'H', 'I', 'J']",[0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0],p03492
['D'],"['p05190', 'p01983', 'p04508']","['G', 'D', 'H']",[0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p03493
"['E', 'C']","['p02834', 'p02486']","['E', 'D', 'F', 'Q', 'C']",[1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0],p03494
"['R', 'E', 'G']","['p02784', 'p01564', 'p00294', 'p02828']","['E', 'L', 'D', 'O', 'I', 'R', 'J', 'G']",[0 1 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0],p03495
"['E', 'F']","['p03676', 'p00840']","['E', 'F', 'G']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p03496
"['I', 'J', 'D', 'C']","['p03659', 'p03111', 'p04306', 'p00490', 'p02372', 'p04486', 'p01761', 'p02162']","['E', 'D', 'O', 'F', 'N', 'H', 'I', 'J', 'C']",[1 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0],p03498
"['D', 'O', 'H', 'C']","['p01874', 'p02428', 'p01945', 'p05111', 'p03092']","['E', 'L', 'D', 'O', 'F', 'H', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 0 0 1 0 0 1 0],p03499
"['K', 'D', 'O', 'H', 'C', 'Z']","['p05560', 'p04362']","['K', 'L', 'D', 'O', 'N', 'H', 'Q', 'C', 'Z']",[1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 0 1],p03500
"['G', 'Z', 'D']","['p01834', 'p02549', 'p01857', 'p04145', 'p01627', 'p01775', 'p05287']","['L', 'D', 'M', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1],p03501
"['E', 'R', 'L']","['p03551', 'p03142', 'p01037', 'p03965', 'p04824']","['E', 'L', 'D', 'O', 'F', 'H', 'R', 'J', 'C']",[1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0],p03502
"['G', 'F']",['p04498'],"['G', 'F']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p03503
"['D', 'L', 'H', 'I']","['p00791', 'p02660', 'p05659', 'p04995', 'p05069']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0],p03505
"['L', 'D', 'H', 'I', 'J', 'G']","['p00225', 'p02693']","['L', 'D', 'H', 'I', 'J', 'G']",[0 1 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p03507
"['G', 'D', 'J', 'C']",['p03037'],"['D', 'M', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1],p03508
"['E', 'I', 'D', 'C']",['p01145'],"['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1],p03509
"['D', 'O', 'C', 'G', 'Z']","['p01093', 'p01843', 'p00747', 'p04979', 'p03171']","['D', 'O', 'P', 'I', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 0 1],p03510
['C'],"['p04962', 'p03605']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03512
"['M', 'L']","['p04302', 'p04360']","['L', 'D', 'O', 'F', 'I', 'Q', 'M', 'C']",[1 1 0 1 0 0 1 0 0 1 1 0 1 0 1 0 0],p03514
"['D', 'L', 'H']","['p03591', 'p02441']","['L', 'D', 'O', 'F', 'N', 'H', 'R']",[0 1 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0],p03515
['D'],['p03790'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03516
"['D', 'L', 'H', 'O']",[],"['H', 'L', 'D', 'O']",[0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0],p03519
"['E', 'D', 'F', 'R', 'J', 'C', 'G']","['p03089', 'p03598', 'p04686', 'p01729', 'p03816', 'p01966', 'p00004', 'p01030', 'p05256', 'p03601']","['E', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 0],p03521
['D'],"['p02600', 'p04330']","['G', 'D', 'H', 'E']",[0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p03522
"['Q', 'D']","['p04900', 'p04364', 'p03200']","['E', 'D', 'O', 'Q', 'J']",[0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0],p03523
"['D', 'C']","['p01332', 'p02205', 'p00479']","['D', 'H', 'C']",[1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p03524
"['E', 'F', 'D', 'C']","['p04058', 'p02486', 'p05004', 'p03825', 'p02834', 'p02472', 'p05443', 'p04835']","['E', 'D', 'F', 'N', 'H', 'R', 'Q', 'C', 'G']",[1 1 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0],p03525
['C'],['p03038'],['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03527
"['G', 'D', 'H']",[],"['G', 'H', 'D']",[0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p03528
"['E', 'L', 'D', 'O', 'F', 'G']","['p01263', 'p03995', 'p01355', 'p02809']","['E', 'L', 'D', 'O', 'F', 'N', 'R', 'J', 'G']",[0 1 1 1 1 0 0 1 0 1 0 1 1 0 0 1 0],p03531
"['Q', 'Z', 'L', 'J']",['p04256'],"['L', 'D', 'O', 'Q', 'J', 'Z']",[0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1],p03532
"['F', 'L', 'D']","['p00828', 'p00188', 'p01504']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0],p03533
"['G', 'D']","['p04193', 'p03382', 'p03381', 'p04807', 'p03140']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03534
"['E', 'D', 'C']","['p05079', 'p04213', 'p01646', 'p00108', 'p04296', 'p04921']","['E', 'L', 'D', 'C', 'Z']",[1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1],p03542
"['D', 'F', 'Q', 'J', 'C']","['p02526', 'p01742', 'p01730', 'p02565', 'p01925', 'p01350', 'p03578']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1],p03543
"['E', 'L', 'D']","['p04600', 'p03142']","['E', 'L', 'D', 'O']",[0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0],p03545
"['E', 'O']",['p03763'],"['E', 'O']",[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p03546
['D'],['p02392'],"['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1],p03547
"['G', 'D']","['p02721', 'p00308']","['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p03548
"['D', 'H', 'J']","['p00751', 'p00182', 'p01610']","['D', 'J', 'H']",[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0],p03549
"['K', 'L', 'D', 'O', 'F', 'Q', 'C', 'Z']","['p05406', 'p03697', 'p01655', 'p03552', 'p03929', 'p05191', 'p01350', 'p04282', 'p05189']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'Q', 'M', 'J', 'C', 'Z']",[1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1],p03550
['E'],"['p03142', 'p03502']","['E', 'L', 'D', 'O', 'R']",[0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0],p03551
"['K', 'L', 'D', 'O', 'F', 'Q', 'C', 'Z']","['p05406', 'p01350', 'p03929', 'p03550']","['K', 'L', 'D', 'O', 'F', 'Q', 'J', 'C', 'Z']",[1 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 1],p03552
"['E', 'D']","['p04057', 'p01401']","['E', 'D', 'F', 'H', 'R']",[0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0],p03554
"['R', 'H', 'J']","['p04120', 'p02474']","['O', 'H', 'I', 'R', 'J']",[0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0],p03555
['C'],"['p03690', 'p05547']",['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03556
"['G', 'H', 'K', 'D']","['p03589', 'p04746']","['K', 'L', 'D', 'H', 'C', 'G']",[1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0],p03557
['D'],"['p01743', 'p03405']","['L', 'D', 'O', 'P', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0],p03558
"['E', 'H']","['p03102', 'p05338']","['E', 'D', 'O', 'P', 'H', 'J']",[0 1 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0],p03559
['D'],"['p03575', 'p02478']","['K', 'L', 'D', 'O', 'N', 'H', 'I', 'M', 'C', 'Z']",[1 1 0 0 0 1 1 0 1 1 1 1 1 0 0 0 1],p03560
"['N', 'J']",['p05382'],"['D', 'F', 'N', 'J', 'Z']",[0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1],p03562
"['R', 'E']",[],"['R', 'E']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],p03563
"['G', 'F', 'R', 'E']","['p05524', 'p02570', 'p04981']","['E', 'L', 'D', 'F', 'R', 'J', 'C', 'G']",[1 1 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0],p03564
"['G', 'E']",['p05465'],"['E', 'D', 'O', 'P', 'R', 'G']",[0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0],p03567
['E'],"['p04529', 'p00584']",['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03569
"['G', 'D', 'F', 'H']","['p00608', 'p03578']","['K', 'L', 'D', 'O', 'P', 'F', 'H', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1],p03571
['D'],['p03168'],"['Z', 'N', 'D', 'J']",[0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1],p03572
"['K', 'L', 'D', 'N', 'H', 'I', 'M', 'C']","['p02415', 'p02224', 'p04976', 'p03722', 'p00244', 'p03560', 'p00567', 'p02478', 'p02069', 'p01498']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1],p03575
"['L', 'C']",[],"['L', 'C']",[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p03576
"['K', 'L', 'D', 'O', 'P', 'F', 'H', 'J', 'C', 'G', 'Z']","['p03157', 'p04744', 'p00497', 'p03571', 'p05311', 'p03543', 'p00608', 'p01145', 'p00279', 'p00718', 'p01693', 'p04716', 'p05549', 'p04920', 'p01602', 'p00430', 'p00009']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1],p03578
"['Z', 'L']",['p01364'],"['Z', 'L']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1],p03579
"['Q', 'D', 'H']",[],"['Q', 'H', 'D']",[0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],p03580
['J'],"['p01255', 'p03096']","['K', 'J', 'I']",[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0],p03581
"['E', 'D']",['p00284'],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p03583
"['Q', 'I']",['p02351'],"['K', 'L', 'I', 'R', 'Q', 'J']",[0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 0],p03584
"['D', 'H', 'I', 'R', 'J', 'C', 'G']","['p00779', 'p01564', 'p00244', 'p05136', 'p04569', 'p01566', 'p01038', 'p02996', 'p01171', 'p04440', 'p03049']","['E', 'K', 'L', 'D', 'O', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0],p03585
"['L', 'D']",['p03686'],"['L', 'D']",[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p03586
"['D', 'I', 'J', 'C', 'G']","['p00680', 'p04033', 'p01323', 'p03884', 'p01861']","['L', 'D', 'I', 'J', 'C', 'G']",[1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0],p03587
"['E', 'J', 'H', 'G']","['p03679', 'p00947']","['E', 'D', 'H', 'J', 'G']",[0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0],p03588
